timestep,result
13020000,-61.25393518060446
13032000,-33.49020479992032
13044000,-0.3212200254201889
13056000,-219.61495276540518
13068000,7.633711766451597
13080000,-7.951035272330046
13092000,-217.67373098433018
13104000,-470.2541184425354
13116000,-10.69227546080947
13128000,-122.08037542551756
13140000,-313.21982795000076
13152000,-36.668711230158806
13164000,-17.62933561950922
13176000,-549.7964268624783
13188000,-53.259419806301594
13200000,-628.5489891767502
13212000,0.37905797362327576
13224000,-96.41543013602495
13236000,-539.8371939659119
13248000,-68.62425199896097
13260000,-69.7411276102066
13272000,-56.76884622126818
13284000,-158.66970812529325
13296000,-36.20295311510563
13308000,-64.99911289662123
13320000,-140.37920450419188
13332000,-15.30520761758089
13344000,-101.45964191854
13356000,-199.47924890741706
13368000,-188.37931703031063
13380000,-14.038142323493958
13392000,-27.58142375200987
13404000,-58.26767808198929
13416000,-402.20062732696533
13428000,-37.655506175011396
13440000,-318.8459114432335
13452000,-219.15839532017708
13464000,-126.30669126659632
13476000,-579.4090253710747
13488000,-29.25342572107911
13500000,-280.1652258783579
13512000,-123.87644039094448
13524000,-193.54177044332027
13536000,-215.53925840556622
13548000,-89.28763675689697
13560000,-321.873838275671
13572000,-507.76855908334255
13584000,-140.30546316504478
13596000,-17.02422407269478
13608000,-138.45495515316725
13620000,-69.03307437896729
13632000,-488.5386037752032
13644000,-128.02173835784197
13656000,-24.275074884295464
13668000,-24.797688830643892
13680000,-33.45240157470107
13692000,-239.8890544399619
13704000,-579.116427063942
13716000,-213.5335814356804
13728000,-5.339455269277096
13740000,-263.4951097667217
13752000,-356.5041574463248
13764000,-104.82943297177553
13776000,-297.6885785087943
13788000,-196.7434416115284
13800000,-363.9145735539496
13812000,-194.17471923679113
13824000,11.314631452783942
13836000,-234.6676477715373
13848000,-103.45634929090738
13860000,-69.87657025456429
13872000,-299.68398709595203
13884000,5.92579698190093
13896000,-115.63262962177396
13908000,-83.55202264711261
13920000,-101.77426579594612
13932000,-258.34555434435606
13944000,-157.0456011891365
13956000,-289.4031203240156
13968000,-181.35621624439955
13980000,-35.93152332305908
13992000,-37.73705802112818
14004000,-260.22186850756407
14016000,-88.8434010669589
14028000,-542.0152458250523
14040000,-135.80531039088964
14052000,-170.04353342950344
14064000,-165.45443046092987
14076000,-266.8116717413068
14088000,-308.9608244597912
14100000,-157.6049998179078
14112000,-80.57944678142667
14124000,-82.46441472321749
14136000,-71.81870255619287
14148000,-261.91830610483885
14160000,-9.230488575994968
14172000,-18.850041165947914
14184000,-187.099622964859
14196000,-673.4976253509521
14208000,-73.83689223229885
14220000,-168.0160655155778
14232000,-171.94685953855515
14244000,-6.965334493666887
14256000,-142.269017778337
14268000,-166.00185000896454
14280000,-135.82442381978035
14292000,-167.6599344238639
14304000,-115.60950377583504
14316000,-51.22492504864931
14328000,-827.5484799742699
14340000,-30.831991761922836
14352000,-58.48361339047551
14364000,-57.508938010782
14376000,-134.6184794679284
14388000,-137.53005443513393
14400000,-439.176923379302
14412000,-619.283362776041
14424000,-86.32749842852354
14436000,-327.66992662101984
14448000,-82.99129881709814
14460000,-156.4363860040903
14472000,-260.17273965477943
14484000,-250.78031981736422
14496000,-241.4036886766553
14508000,-558.0342038720846
14520000,-77.28027161955833
14532000,-283.5708926767111
14544000,0.40718647092580795
14556000,-215.02605794370174
14568000,-686.4931843280792
14580000,-340.2554402947426
14592000,-96.00675955414772
14604000,-120.81955069303513
14616000,-238.3213343322277
14628000,-13.042666137218475
14640000,-229.2168973609805
14652000,-344.4393202364445
14664000,-142.55854555219412
14676000,-366.3222881555557
14688000,-608.9207698106766
14700000,-141.77751408144832
14712000,-216.8680191487074
14724000,-158.5897447168827
14736000,-298.2453490719199
14748000,-195.26875022053719
14760000,-216.05527621507645
14772000,-337.6014066040516
14784000,-170.4006142988801
14796000,-157.6008570343256
14808000,-183.46102137863636
14820000,-30.17275434732437
14832000,-617.1237832903862
14844000,-15.348229564726353
14856000,-340.16615538299084
14868000,-62.089370124042034
14880000,-70.39801474660635
14892000,-417.4925234988332
14904000,-195.64066867530346
14916000,-450.94668243825436
14928000,-250.41453364491463
14940000,3.4128974601626396
14952000,-119.09776915609837
14964000,-598.3740692734718
14976000,-417.7448544204235
14988000,-5.96798237785697
15000000,-375.10452967882156
15012000,-244.5331024825573
15024000,28.615625988692045
15036000,-26.037696730345488
15048000,-296.5759481266141
15060000,-59.706998378038406
15072000,-193.8167330622673
15084000,3.8047156296670437
15096000,-398.864098995924
15108000,-56.79050971567631
15120000,-225.9622482508421
15132000,-154.67063166201115
15144000,-374.68080166727304
15156000,-699.0001240968704
15168000,-197.217929802835
15180000,-169.29385090619326
15192000,-150.72889886051416
15204000,-303.968927487731
15216000,-114.39364355057478
15228000,-140.93618246167898
15240000,-77.47282583266497
15252000,-183.12825215235353
15264000,2.91049113124609
15276000,-66.67251688241959
15288000,-609.5906181335449
15300000,-6.8976340387016535
15312000,-176.2349950671196
15324000,-3.410118155181408
15336000,-8.65668348968029
15348000,-197.01074196398258
15360000,-206.62599394470453
15372000,-9.324967689812183
15384000,-189.74667152762413
15396000,-246.10552268102765
15408000,-82.46478446573019
15420000,-147.11890419572592
15432000,-39.21764174848795
15444000,-85.8839356303215
15456000,-195.766741104424
15468000,-57.57824109494686
15480000,-120.3470621779561
15492000,-325.15760503709316
15504000,-207.3365538045764
15516000,-46.80528090149164
15528000,-5.240470811724663
15540000,-195.8460239842534
15552000,-17.37632880359888
15564000,-290.3487874120474
15576000,-421.692780777812
15588000,-173.09869641810656
15600000,-72.66220064461231
15612000,-43.30611988157034
15624000,-62.92209664732218
15636000,-19.266198378056288
15648000,-30.146867752075195
15660000,-44.753878742456436
15672000,-147.74653878808022
15684000,-161.91347352415323
15696000,-54.91783019527793
15708000,-45.84744121879339
15720000,-368.9383764863014
15732000,-253.06708681955934
15744000,-99.51632045209408
15756000,-163.9233362749219
15768000,-481.6630859300494
15780000,-47.73082930594683
15792000,-17.468076780438423
15804000,-238.9341210871935
15816000,-163.36548970639706
15828000,-329.27390007674694
15840000,-456.9299427866936
15852000,-33.61891131103039
15864000,-607.6198008656502
15876000,-234.80133837461472
15888000,-344.13502791523933
15900000,-313.64919397234917
15912000,-182.5617080926895
15924000,-202.1701250076294
15936000,-23.86257902905345
15948000,-1.1928617618978024
15960000,-260.56758588552475
15972000,-56.72475464642048
15984000,-121.19428093731403
15996000,-31.004365637898445
16008000,-103.96906522661448
16020000,-20.802750654518604
16032000,-92.75955272838473
16044000,-247.4088730663061
16056000,-197.98361295461655
16068000,-128.1334121003747
16080000,-65.71937972307205
16092000,-72.1833225786686
16104000,-555.4974857866764
16116000,-618.8928608894348
16128000,-87.18399894982576
16140000,-262.4092847406864
16152000,-193.97479440271854
16164000,-638.2526278495789
16176000,18.122834464535117
16188000,-192.49592345952988
16200000,-130.89310602843761
16212000,-255.17123305797577
16224000,-101.84365136921406
16236000,-124.96861287206411
16248000,-208.34960556030273
16260000,-17.942892637103796
16272000,-348.435474216938
16284000,-33.29600542783737
16296000,-691.0763819217682
16308000,-195.20956372469664
16320000,-153.48717657476664
16332000,-250.19536024332047
16344000,-189.4111821502447
16356000,-191.97548346966505
16368000,-246.31339728832245
16380000,-587.9299564361572
16392000,-12.370325684547424
16404000,-313.78024795651436
16416000,16.2629728987813
16428000,-164.5561216622591
16440000,-230.9811873435974
16452000,-98.39576517045498
16464000,-109.06172252446413
16476000,-326.6678220331669
16488000,-7.816752627491951
16500000,-218.7689124085009
16512000,-66.5554261431098
16524000,-463.39197135716677
16536000,-129.5736908018589
16548000,-291.11986327916384
16560000,-8.309427119791508
16572000,-115.85827119648457
16584000,-224.58338309824467
16596000,-296.01751504838467
16608000,-334.6480940878391
16620000,-182.0310332402587
16632000,-458.4837104678154
16644000,-559.3483996093273
16656000,-84.17439883947372
16668000,-83.12170309573412
16680000,-24.993915922939777
16692000,11.229680988937616
16704000,-45.31325859576464
16716000,-228.86289504170418
16728000,-214.01186724752188
16740000,-170.7590229511261
16752000,-112.8000809699297
16764000,-71.88388034701347
16776000,-681.6677013039589
16788000,-172.48152840137482
16800000,-278.16305961459875
16812000,-29.35615896433592
16824000,-131.08246847242117
16836000,-269.73756197839975
16848000,-333.8316413462162
16860000,-40.00707729160786
16872000,-167.47135092318058
16884000,-130.6139845624566
16896000,-320.82203963398933
16908000,-613.9056025147438
16920000,-275.9924264848232
16932000,-47.07050731033087
16944000,-25.225420482456684
16956000,-70.63234782963991
16968000,-107.76803306490183
16980000,-486.0292634963989
16992000,-21.647472735494375
17004000,-313.0419707968831
17016000,-645.9539610147476
17028000,-318.1278015226126
17040000,-244.52211906015873
17052000,-107.23797737807035
17064000,-150.44691802561283
17076000,-31.370601462200284
17088000,-178.65575928241014
17100000,-87.68552302569151
17112000,-16.94006983563304
17124000,-74.5229434221983
17136000,-90.05066001787782
17148000,-220.43049973994493
17160000,-84.63638446480036
17172000,-250.6650264710188
17184000,-586.631957679987
17196000,-63.97554664313793
17208000,-58.35654980689287
17220000,-34.51584979146719
17232000,-22.395669996738434
17244000,-81.079959243536
17256000,-358.6244342625141
17268000,-52.188487853854895
17280000,-37.59367727488279
17292000,5.905607432126999
17304000,-545.7868812084198
17316000,-1.6991711184382439
17328000,-212.5723022222519
17340000,-144.56485778093338
17352000,-592.1820856928825
17364000,-16.719264306128025
17376000,-70.70808573812246
17388000,-15.131644628942013
17400000,-155.6477703973651
17412000,-167.05151607096195
17424000,-209.390578687191
17436000,-663.7650430798531
17448000,-36.71348860859871
17460000,-137.17345751076937
17472000,-404.4562628492713
17484000,-188.43937274813652
17496000,-172.48321215808392
17508000,-490.15866546332836
17520000,-78.91418745741248
17532000,-1.471794568002224
17544000,-200.64446495473385
17556000,-175.41118907928467
17568000,-64.48260916769505
17580000,-72.90532815083861
17592000,-376.2852309048176
17604000,-47.255398742854595
17616000,-48.70011316239834
17628000,-13.937500067055225
17640000,-154.07608494907618
17652000,-128.57671355828643
17664000,-23.79008888453245
17676000,-375.90851867198944
17688000,-201.83546501398087
17700000,-30.821323793381453
17712000,-62.57360981032252
17724000,-19.66866474598646
17736000,-116.39515747129917
17748000,-13.279185416176915
17760000,-328.8249691352248
17772000,-0.45019931346178055
17784000,-46.05139574036002
17796000,-15.58721749484539
17808000,-289.7108775153756
17820000,-13.250578701496124
17832000,-79.3444597683847
17844000,-146.28791363537312
17856000,-143.15230754762888
17868000,-517.3729866743088
17880000,-270.0024394541979
17892000,-180.58895574510098
17904000,-88.62614621967077
17916000,4.6433999221771955
17928000,-344.6269230246544
17940000,-273.83990454673767
17952000,-257.3849107027054
17964000,-431.6154407262802
17976000,-78.84963005781174
17988000,-622.1595158576965
18000000,-218.36676931008697
18012000,14.569726146757603
18024000,-101.25928319990635
18036000,-163.0231020450592
18048000,-280.84820131585
18060000,-158.53759150207043
18072000,-291.8886748999357
18084000,-37.10781738162041
18096000,-11.68533943966031
18108000,-2.023306593298912
18120000,-130.3220935240388
18132000,-160.86675231158733
18144000,-23.15297034755349
18156000,-1070.3667639493942
18168000,-223.45654103159904
18180000,-19.304138623178005
18192000,-242.9385024085641
18204000,-41.06675028055906
18216000,-146.18526209518313
18228000,-86.31980141997337
18240000,-91.07302479445934
18252000,-152.85627565532923
18264000,-313.0626207739115
18276000,-84.3249964416027
18288000,-235.22675839066505
18300000,-170.92577450722456
18312000,-63.920590572059155
18324000,-567.9625974595547
18336000,-283.67640697211027
18348000,-280.6405371427536
18360000,-398.5085599720478
18372000,-112.04014883935452
18384000,-14.525471538305283
18396000,-162.68030233308673
18408000,-255.61577033624053
18420000,-40.90526784956455
18432000,-54.49728827178478
18444000,-86.49044477939606
18456000,-103.70747181773186
18468000,1.4879612289369106
18480000,-125.07434953004122
18492000,-122.67456871271133
18504000,-158.09522672742605
18516000,-110.6906865760684
18528000,-42.74866823479533
18540000,-134.7912102341652
18552000,-129.3703865222633
18564000,-1125.794540643692
18576000,-91.00488935783505
18588000,-187.55359709635377
18600000,-132.84586710110307
18612000,-100.59849844872952
18624000,-146.25634812563658
18636000,-214.03324154764414
18648000,-7.127049088478088
18660000,-172.61641046404839
18672000,-71.38461708277464
18684000,-31.134425159543753
18696000,-129.97920102626085
18708000,-203.1228091418743
18720000,-157.83531953394413
18732000,-148.57352337241173
18744000,-16.78659127652645
18756000,-42.024256367236376
18768000,-159.13610571622849
18780000,-655.8656899929047
18792000,-68.15631184354424
18804000,-134.6361202597618
18816000,-80.90205110609531
18828000,-112.01929643005133
18840000,-262.4039898850024
18852000,-50.7054178416729
18864000,-441.24273581802845
18876000,-78.77730491012335
18888000,-346.5531369969249
18900000,-97.43597980588675
18912000,-45.01438935101032
18924000,-20.105512645095587
18936000,-3.329949729144573
18948000,-51.56796280667186
18960000,-656.5486509203911
18972000,-195.74508251994848
18984000,-209.98064303025603
18996000,-118.15808280557394
19008000,-457.4420423656702
19020000,-700.3564034700394
19032000,-75.32369137555361
19044000,7.761443059891462
19056000,-145.43868870288134
19068000,-86.38441675156355
19080000,-190.6546667739749
19092000,-167.44319132715464
19104000,-1.8532414305955172
19116000,-277.33621468394995
19128000,-412.28266544640064
19140000,-170.22274063527584
19152000,-118.94856365025043
19164000,-23.613425746560097
19176000,-590.9100882411003
19188000,-158.0181606411934
19200000,-307.6715413182974
19212000,-195.2341392636299
19224000,-46.74997387826443
19236000,-31.733646400272846
19248000,-24.41842525266111
19260000,-255.84751940518618
19272000,-70.38338786363602
19284000,5.802589867264032
19296000,-281.84860314428806
19308000,-225.03333386033773
19320000,-14.84489531815052
19332000,-92.48464616388083
19344000,-67.41835730522871
19356000,-169.2840328514576
19368000,-32.30307638645172
19380000,-232.4816397316754
19392000,-163.1863231509924
19404000,-397.1375041231513
19416000,-187.0336736664176
19428000,-95.60470186173916
19440000,-30.943452179431915
19452000,-72.8883884549141
19464000,-119.84365548193455
19476000,-75.95116773992777
19488000,-56.93868891894817
19500000,-584.6890378594398
19512000,-15.42185703292489
19524000,-231.79622044414282
19536000,-41.42406088113785
19548000,-39.65268059074879
19560000,-6.722365237772465
19572000,-279.5614342689514
19584000,-365.29380652308464
19596000,-327.6902265846729
19608000,-28.6582071185112
19620000,-20.60761366970837
19632000,-62.08641644194722
19644000,-598.7513756752014
19656000,-41.89293871074915
19668000,1.988390438258648
19680000,-719.4335520863533
19692000,-666.2827853560448
19704000,-49.89943604916334
19716000,-10.705327980220318
19728000,-158.15798341855407
19740000,-100.64489418268204
19752000,-225.26233258098364
19764000,-2.3061151392757893
19776000,-315.0496354699135
19788000,-8.087954685091972
19800000,-277.7861893028021
19812000,2.2045689336955547
19824000,-65.51380933076143
19836000,-555.2438028603792
19848000,-219.97890327125788
19860000,-28.23068168759346
19872000,-245.45718879252672
19884000,-260.09549237787724
19896000,-126.1079011708498
19908000,-353.5202881395817
19920000,-128.69029776006937
19932000,-223.5791272893548
19944000,8.845404006540775
19956000,-80.81722813472152
19968000,-49.178861901164055
19980000,-35.51663011312485
19992000,-19.101293813437223
20004000,-7.154946595430374
20016000,-0.8587404042482376
20028000,-114.48831298202276
20040000,-60.70363727211952
20052000,0.614183098077774
20064000,-202.31851049140096
20076000,-64.37396800518036
20088000,-205.1181564629078
20100000,-31.03822512924671
20112000,-39.616384357213974
20124000,12.94148141425103
20136000,-12.973091403022408
20148000,-191.83276976644993
20160000,-152.73721884191036
20172000,-297.4848311766982
20184000,-86.55707336962223
20196000,-226.22874664515257
20208000,-63.304530184715986
20220000,-486.0142594575882
20232000,-761.8202873468399
20244000,-42.79797511175275
20256000,-665.8269785046577
20268000,0.7741852067410946
20280000,-248.80435328185558
20292000,-199.0933334082365
20304000,-665.0003444552422
20316000,-93.38136402517557
20328000,-238.51492305472493
20340000,-35.77162755653262
20352000,-175.45006109029055
20364000,16.6485523362644
20376000,-131.08997894078493
20388000,-505.6789193749428
20400000,-91.10363614186645
20412000,7.168525293469429
20424000,-130.35352800786495
20436000,-155.14617158472538
20448000,-53.02282467111945
20460000,-4.192596148699522
20472000,-32.548784136772156
20484000,-125.31105829775333
20496000,-23.275072410702705
20508000,-399.0586256980896
20520000,-51.58514939248562
20532000,-442.48824670910835
20544000,-178.6902036294341
20556000,-86.25009514391422
20568000,-253.3732657879591
20580000,-295.86685813963413
20592000,-197.15762051939964
20604000,-63.33702880144119
20616000,-93.86926986277103
20628000,-51.482465386390686
20640000,-81.78287605196238
20652000,-154.48336235433817
20664000,-21.81406230852008
20676000,-63.58612132817507
20688000,-148.63102957606316
20700000,-64.66919215023518
20712000,-6.11520379781723
20724000,-33.584456238895655
20736000,-90.41134594753385
20748000,-68.21797437220812
20760000,-145.3407533019781
20772000,-159.49511302262545
20784000,-103.0139916613698
20796000,-431.44315418601036
20808000,-39.7758252248168
20820000,-123.16830583661795
20832000,-139.74170039966702
20844000,-108.51490944251418
20856000,2.823245994746685
20868000,-294.8203969299793
20880000,-478.9619692489505
20892000,-339.3183934316039
20904000,-162.65443908423185
20916000,-269.90240919589996
20928000,-186.170464720577
20940000,-8.655813172459602
20952000,-85.29710107669234
20964000,-171.66342847421765
20976000,-240.8670476078987
20988000,-128.09324525669217
21000000,-26.729487311095
21012000,-3.2113711424171925
21024000,-117.51051282137632
21036000,-601.5300988554955
21048000,-322.78183203935623
21060000,-147.4988669976592
21072000,-294.4453464150429
21084000,-16.970484003424644
21096000,-149.9128591492772
21108000,-156.8132622614503
21120000,-542.2066506147385
21132000,-218.62131163477898
21144000,-1.9731594994664192
21156000,-32.95836831629276
21168000,-132.47579324245453
21180000,-238.93086893856525
21192000,-158.93688213825226
21204000,-512.3222318887711
21216000,-201.01457373052835
21228000,-19.628583297133446
21240000,-105.05315648019314
21252000,-237.89966349303722
21264000,-237.85514102503657
21276000,-73.02938310801983
21288000,-248.36915990710258
21300000,-192.13810841739178
21312000,7.293753739446402
21324000,-202.83301356434822
21336000,-107.65127895027399
21348000,-6.4208922646939754
21360000,-296.89240151643753
21372000,-129.03088584542274
21384000,-620.819359600544
21396000,-83.41352028027177
21408000,-195.37631069123745
21420000,-253.75599651038647
21432000,-188.58850647509098
21444000,-75.28948187083006
21456000,-392.46463388204575
21468000,-19.102752022445202
21480000,-110.42235267162323
21492000,-21.536180172115564
21504000,-103.33727084100246
21516000,-61.604530707001686
21528000,-322.2269312739372
21540000,-20.578965209424496
21552000,-76.83921155333519
21564000,-222.52486620098352
21576000,5.847041339613497
21588000,-123.6709755808115
21600000,-67.82013192027807
21612000,-71.67851248383522
21624000,-279.88300210237503
21636000,-59.613518096506596
21648000,-620.715424478054
21660000,-454.1948866248131
21672000,-116.50688993930817
21684000,-186.08255089074373
21696000,-300.57567470520735
21708000,-80.1991784721613
21720000,-161.1911244429648
21732000,-33.76375953108072
21744000,-76.66158312931657
21756000,-45.033785827457905
21768000,-96.95706278085709
21780000,-103.27458314597607
21792000,-163.65384654700756
21804000,-84.31359986960888
21816000,-83.07389453053474
21828000,-83.76047061756253
21840000,-18.401227839291096
21852000,-90.34514147043228
21864000,-75.7698339484632
21876000,-173.82100111618638
21888000,-77.4732722863555
21900000,-203.92307625710964
21912000,-37.138493340462446
21924000,-62.556474559009075
21936000,-30.357090413570404
21948000,-3.227202147245407
21960000,-167.2449785247445
21972000,-210.49030815809965
21984000,-74.81729697436094
21996000,-508.76294216513634
22008000,-333.1628392636776
22020000,-63.34329280257225
22032000,-335.75310361012816
22044000,-151.52047756314278
22056000,-459.73375326395035
22068000,-240.0296131670475
22080000,-70.23096550256014
22092000,-191.08000494539738
22104000,-172.74029300361872
22116000,-116.75452348589897
22128000,-156.19334910809994
22140000,-485.7911773920059
22152000,-270.9548217058182
22164000,-35.4477756395936
22176000,-82.83895818144083
22188000,-41.421804539859295
22200000,-64.7062708362937
22212000,-294.5685191825032
22224000,-418.77558813244104
22236000,-131.94856484234333
22248000,-578.6167551279068
22260000,-278.4111025929451
22272000,-30.343111589550972
22284000,-282.96034801006317
22296000,-199.8855275809765
22308000,-53.72625117003918
22320000,-184.59116758406162
22332000,-188.8345018401742
22344000,-189.12684090435505
22356000,-68.02196004986763
22368000,-61.19612677022815
22380000,-32.29547817260027
22392000,-35.743484266102314
22404000,-17.496731627732515
22416000,-14.938181970268488
22428000,-12.257339097559452
22440000,-32.21551797538996
22452000,-86.20763825625181
22464000,-731.4069935083389
22476000,0.013418260961771011
22488000,-208.35528426617384
22500000,-49.320810571312904
22512000,-0.11565623432397842
22524000,-216.5764455795288
22536000,-334.8452894426882
22548000,-3.3387961611151695
22560000,-635.6988814473152
22572000,-295.78011122345924
22584000,-297.6783664934337
22596000,-62.59496919065714
22608000,-189.58850586414337
22620000,-55.51017177850008
22632000,-34.443336226046085
22644000,-17.992193423211575
22656000,-217.45976814627647
22668000,-174.33538921922445
22680000,-251.72283892333508
22692000,-153.51960109174252
22704000,-97.64920607581735
22716000,8.542811743915081
22728000,-117.94167823344469
22740000,-205.44480658322573
22752000,-132.56330540776253
22764000,-230.2386989146471
22776000,-483.0658390522003
22788000,-55.70959974825382
22800000,-61.42995648831129
22812000,-4.1757083386182785
22824000,-121.78844955563545
22836000,-552.3415084481239
22848000,-51.38098458200693
22860000,-214.7216379866004
22872000,-199.34949056059122
22884000,-34.305897422134876
22896000,-124.55518867075443
22908000,-349.16653974354267
22920000,-458.0778434127569
22932000,-12.082794591784477
22944000,-212.9844150543213
22956000,-4.9804189801216125
22968000,-84.75461830198765
22980000,-191.7677572965622
22992000,-851.4918367266655
23004000,-172.3788934648037
23016000,-322.7371698692441
23028000,-67.8132427111268
23040000,-546.2238980233669
23052000,-24.21395032852888
23064000,1.1505671739578247
23076000,-191.9374488890171
23088000,-929.4006096124649
23100000,0.4765193350613117
23112000,0.2540685888379812
23124000,-68.65817825868726
23136000,-6.1600205563008785
23148000,-104.76238818466663
23160000,-24.436748629435897
23172000,-269.1504691541195
23184000,-113.71334601938725
23196000,-2.44278597086668
23208000,-111.37509062886238
23220000,-184.18814416229725
23232000,-71.1040664985776
23244000,-70.92838270962238
23256000,-34.618675857782364
23268000,-76.3054940700531
23280000,-59.50625592470169
23292000,-56.619573660194874
23304000,-216.86803152412176
23316000,-179.89168900251389
23328000,3.370555892586708
23340000,21.397484539076686
23352000,-385.53561645001173
23364000,-87.40147127211094
23376000,-181.82102205604315
23388000,-272.4646208509803
23400000,-287.32014885544777
23412000,-23.135322019457817
23424000,-279.1055454015732
23436000,-119.09020557254553
23448000,-336.833621263504
23460000,-238.75546446442604
23472000,-551.1786232590675
23484000,-9.56080374121666
23496000,-129.74319582432508
23508000,-0.6716128326952457
23520000,-76.77928647771478
23532000,-12.242174655199051
23544000,-10.253585707396269
23556000,-17.83511522784829
23568000,-237.42047157883644
23580000,-85.46742507815361
23592000,-32.43369145318866
23604000,-65.8069546893239
23616000,-377.3261496424675
23628000,-98.71220701932907
23640000,-112.60543205589056
23652000,-142.49344611540437
23664000,-110.2510264441371
23676000,-282.1169383227825
23688000,-180.4994621425867
23700000,-294.88949024677277
23712000,-1.1078532561659813
23724000,-270.5378715619445
23736000,-292.4421167448163
23748000,-15.192644700407982
23760000,-427.5121529698372
23772000,-49.354442320764065
23784000,-162.6350543871522
23796000,-560.3739840686321
23808000,-72.53318828344345
23820000,-392.506226323545
23832000,-57.340759731829166
23844000,-64.99343805760145
23856000,-207.45285569131374
23868000,-396.0654733777046
23880000,-6.251109708100557
23892000,-49.96558806300163
23904000,-505.42156141996384
23916000,-49.91810356080532
23928000,-24.788573242723942
23940000,-57.53845374286175
23952000,-268.1054407209158
23964000,-571.3362280130386
23976000,-288.16336247324944
23988000,-456.50998800992966
24000000,-95.78131082654
24012000,-146.7594196125865
24024000,-194.86634363234043
24036000,-142.85773288458586
24048000,9.862305498681962
24060000,-259.59554083645344
24072000,-201.08271803706884
24084000,-68.3151793628931
24096000,-23.402389153838158
24108000,-3.98464847356081
24120000,2.4917590841650963
24132000,-24.75169448554516
24144000,-28.01381216198206
24156000,-445.7390199005604
24168000,-1162.868232011795
24180000,6.638192638754845
24192000,-312.6566923111677
24204000,-339.2918930351734
24216000,-416.7704861164093
24228000,-40.43613126128912
24240000,6.8145490433089435
24252000,-175.8454408608377
24264000,-30.234202533960342
24276000,-291.3851630464196
24288000,-181.21925954148173
24300000,-401.8269718065858
24312000,-3.860399968922138
24324000,-244.32029327750206
24336000,-68.71263305097818
24348000,-225.47101662307978
24360000,-327.6886521577835
24372000,-257.3161090016365
24384000,-119.56445321068168
24396000,-101.25787270069122
24408000,-27.68582385778427
24420000,-12.568366589024663
24432000,-2.0399366095662117
24444000,13.458505641669035
24456000,-558.2667828798294
24468000,-307.2587589919567
24480000,-218.41677731275558
24492000,-5.977988041937351
24504000,-265.282823830843
24516000,-35.038235001266
24528000,-311.52653539180756
24540000,-107.24889263510704
24552000,-43.34220456331968
24564000,-323.4378726929426
24576000,-63.3266137316823
24588000,-85.64930357038975
24600000,-92.82515345141292
24612000,-375.4930389225483
24624000,-2.0845541916787624
24636000,-7.720657404512167
24648000,-180.63740157335997
24660000,-351.3759303987026
24672000,-0.043899279087781906
24684000,-43.66498463228345
24696000,-326.6191534139216
24708000,-83.30604358762503
24720000,-30.55521220713854
24732000,-35.95619207620621
24744000,-103.17280811071396
24756000,-369.46100357174873
24768000,-47.098147585988045
24780000,-601.8668268918991
24792000,-25.228004455566406
24804000,-75.6245428994298
24816000,1.2342745922505856
24828000,-26.560355115681887
24840000,-19.48223340511322
24852000,-408.21191918849945
24864000,-466.0180277824402
24876000,-43.320931412279606
24888000,-138.62632052600384
24900000,-47.170478627085686
24912000,-81.23969190940261
24924000,-316.6830760203302
24936000,-113.77391324192286
24948000,-121.61913897097111
24960000,-43.23785441368818
24972000,-323.11364309489727
24984000,0.31197354942560196
24996000,-113.40446151793003
25008000,-268.55401389300823
25020000,14.903284647502005
25032000,-46.76082369312644
25044000,-50.801345720887184
25056000,-322.165279597044
25068000,-58.63292692601681
25080000,-6.2815323658287525
25092000,-2.1538929641246796
25104000,-555.7147717773914
25116000,-25.76038261130452
25128000,-86.01738978177309
25140000,-161.84968353062868
25152000,-195.77061320841312
25164000,-11.460739735513926
25176000,2.5056663984432817
25188000,-44.68354381620884
25200000,6.860557030886412
25212000,-173.5085836686194
25224000,-529.1069207787514
25236000,4.808882981538773
25248000,-154.91714404523373
25260000,-23.237357951700687
25272000,6.510962553322315
25284000,-204.18103900551796
25296000,-164.72893447428942
25308000,-105.77776856720448
25320000,4.690768003463745
25332000,-190.23237647116184
25344000,-1.3118122927844524
25356000,-672.941102206707
25368000,-524.7837184667587
25380000,-299.49495578557253
25392000,-25.10255605727434
25404000,-19.632089786231518
25416000,-619.7631022930145
25428000,-609.4579703211784
25440000,-328.34181022644043
25452000,-77.79386520385742
25464000,-35.031803864985704
25476000,-70.98515374958515
25488000,-8.933436781167984
25500000,-95.1749311760068
25512000,14.395539717748761
25524000,-239.71845942735672
25536000,-2.4642631113529205
25548000,-596.6301102638245
25560000,-6.814220547676086
25572000,-68.75680061429739
25584000,-291.1830743998289
25596000,-117.80394095182419
25608000,-116.32082115486264
25620000,-5.228657698258758
25632000,-12.296149119734764
25644000,-114.1885634586215
25656000,-343.1977800503373
25668000,-160.63805466145277
25680000,-47.03509998694062
25692000,-860.2789355516434
25704000,-101.609489351511
25716000,-576.7540733218193
25728000,-592.9680208563805
25740000,-116.37624963745475
25752000,-163.658216021955
25764000,-220.72582322359085
25776000,-192.87081319093704
25788000,2.3853860050439835
25800000,-94.25018434226513
25812000,-575.2799439132214
25824000,-227.3036725744605
25836000,-102.25152999907732
25848000,-240.02347874641418
25860000,-171.46456365287304
25872000,-64.58412796258926
25884000,-44.18011527508497
25896000,-303.20596757531166
25908000,-326.5135773420334
25920000,-140.6025553867221
25932000,-504.79261246323586
25944000,-49.06541509181261
25956000,-272.4742519147694
